"","country","agegrp","st","year","N_cases","pct","total_cases"
"397","Austria",5,"25A",2018,0,0,350.9999994735
"398","Austria",5,"25A",2019,1.0943952775,0.00294985250353982,370.9999995548
"399","Austria",5,"25F",2010,0,0,151.9999998328
"400","Austria",5,"25F",2012,0,0,127.9999998976
"401","Austria",5,"25F",2014,0,0,167.9999997816
"402","Austria",5,"25F",2015,0,0,238.9999995459
"403","Austria",5,"25F",2016,0,0,237.9999994764
"404","Austria",5,"25F",2017,0,0,300.9999993077
"405","Austria",5,"25F",2018,0,0,350.9999994735
"406","Austria",5,"25F",2019,0,0,370.9999995548
"407","Austria",5,"27",2012,0,0,127.9999998976
"408","Austria",5,"27",2013,0,0,182.9999997072
"409","Austria",5,"27",2014,0,0,167.9999997816
"410","Austria",5,"27",2015,0,0,238.9999995459
"411","Austria",5,"27",2016,0,0,237.9999994764
"412","Austria",5,"27",2017,0,0,300.9999993077
"413","Austria",5,"27",2018,0,0,350.9999994735
"414","Austria",5,"27",2019,0,0,370.9999995548
"415","Austria",5,"28",2013,0,0,182.9999997072
"416","Austria",5,"28",2014,0,0,167.9999997816
"417","Austria",5,"28",2015,0,0,238.9999995459
"418","Austria",5,"28A",2010,0,0,151.9999998328
"419","Austria",5,"28A",2012,0,0,127.9999998976
"420","Austria",5,"28A",2013,0,0,182.9999997072
"421","Austria",5,"28A",2014,0,0,167.9999997816
"422","Austria",5,"28A",2015,0,0,238.9999995459
"423","Austria",5,"28A",2016,0,0,237.9999994764
"424","Austria",5,"28A",2017,0,0,300.9999993077
"425","Austria",5,"28A",2018,1.0833333147,0.00308641970462963,350.9999994735
"426","Austria",5,"28A",2019,0,0,370.9999995548
"427","Austria",5,"28F",2010,0,0,151.9999998328
"428","Austria",5,"28F",2012,0,0,127.9999998976
"429","Austria",5,"28F",2013,1.1366459583,0.00621118010993789,182.9999997072
"430","Austria",5,"28F",2014,0,0,167.9999997816
"431","Austria",5,"28F",2017,1.0788530193,0.00358422930824373,300.9999993077
"432","Austria",5,"28F",2019,1.0943952775,0.00294985250353982,370.9999995548
"433","Austria",5,"29",2010,0,0,151.9999998328
"434","Austria",5,"29",2012,0,0,127.9999998976
"435","Austria",5,"29",2013,0,0,182.9999997072
"436","Austria",5,"29",2014,0,0,167.9999997816
"437","Austria",5,"29",2015,0,0,238.9999995459
"438","Austria",5,"29",2016,0,0,237.9999994764
"439","Austria",5,"29",2017,0,0,300.9999993077
